stamp_sec,cx,cy,w,h,cx_ref,cy_ref,D0,transformX,transformY,transformZ
1760588342.0,864.7145385742188,501.99452209472656,184.0,183.99996948242188,360.0,480.0,300.0,-1.187,-2.3609999999999998,-3.92
1760588384.0,442.0,349.0,154.0,154.0,360.0,480.0,300.0,0.14400000000000013,0.29600000000000026,-4.523
1760588424.0,642.0,253.0,138.0,138.0,360.0,480.0,300.0,0.7690000000000001,-0.9660000000000002,-5.15
1760588464.0,167.0,540.0,166.0,166.0,360.0,480.0,300.0,-0.8889999999999998,1.758,-4.127
1760588501.0,804.0,125.0,174.0,174.0,360.0,480.0,300.0,1.2839999999999998,-1.581,-3.8899999999999997
1760588541.0,634.5,238.0,143.0,144.0,360.0,480.0,300.0,0.8370000000000002,-0.879,-4.895
1760588581.0,192.5,269.5,143.0,143.0,360.0,480.0,300.0,0.6459999999999999,1.87,-4.928
1760588621.0,604.0,521.5,148.0,149.0,360.0,480.0,300.0,-0.8860000000000001,-0.665,-4.71
1760588662.0,635.5,180.5,143.0,143.0,360.0,480.0,300.0,1.1959999999999997,-0.8919999999999999,-4.924
1760588703.0,834.5,362.5,179.0,179.0,360.0,480.0,300.0,0.06800000000000006,-1.689,-3.776
1760588745.0,929.5,643.0,61.0,154.0,360.0,480.0,300.0,-1.623,1.4569999999999999,-3.932
1760588785.0,929.5,642.5,61.0,155.0,360.0,480.0,300.0,1.6189999999999998,-1.439,-3.592
1760588825.0,457.0,388.0,158.0,158.0,360.0,480.0,300.0,-0.07699999999999996,0.20500000000000007,-4.409
1760588866.0,523.0,533.0,146.0,146.0,360.0,480.0,300.0,-0.9689999999999999,-0.18400000000000016,-4.799
1760588907.0,929.5,643.5,61.0,153.0,360.0,480.0,300.0,-0.5129999999999999,2.2220000000000004,-3.952
1760588946.0,102.0,472.0,184.0,184.0,360.0,480.0,300.0,-0.46399999999999997,1.9100000000000001,-3.6799999999999997
1760588988.0,811.5,102.5,151.0,151.0,360.0,480.0,300.0,1.5979999999999999,-1.879,-4.6
1760589027.0,410.0,172.5,148.0,149.0,360.0,480.0,300.0,1.2030000000000003,0.49600000000000044,-4.693
1760589067.0,12.0,18.5,24.0,37.0,360.0,480.0,300.0,1.7859999999999996,2.3129999999999997,-3.6950000000000003
1760589107.0,746.5,614.5,139.0,139.0,360.0,480.0,300.0,-1.548,-1.63,-5.073
1760589147.0,848.0,532.5,174.0,173.0,360.0,480.0,300.0,-0.8050000000000002,-1.818,-3.927
1760589186.0,789.5,550.0,135.0,136.0,360.0,480.0,300.0,-1.167,-1.956,-5.233
